,BDEP,TPO,HL,BHT,RPM,TOR,DEPT,WOB
1607130747371.0,5058.319,17.171182423472004,524.0519864209788,23.797,0.0,0.0,5795.817,11.84
1607130747879.0,5058.319,19.548730759029663,523.9799864228445,23.874,0.0,0.0,5795.817,11.91
1607130748387.0,5058.153,19.020386684461297,523.8599864259538,23.963,0.0,0.0,5795.817,12.03
1607130748895.0,5057.981,14.529462050630155,524.0679864205642,24.047,0.0,0.0,5795.817,11.82
1607130749302.0,5057.981,17.699526498040374,524.2659864154336,24.136,0.0,0.0,5795.817,11.62
1607130749811.0,5057.981,17.171182423472004,524.7039864040844,24.225,0.0,0.0,5795.817,11.19
1607130750320.0,5057.802,17.171182423472004,524.9279863982803,24.314,0.0,0.0,5795.817,10.96
1607130750828.0,5057.624,18.492042609892927,525.6579863793648,24.484,0.0,0.0,5795.817,10.23
1607130751338.0,5057.624,19.548730759029663,525.8219863751153,24.484,0.0,0.0,5795.817,10.07
1607130751848.0,5057.456,18.492042609892927,525.9759863711249,24.572,0.0,0.0,5795.817,9.91
1607130752355.0,5057.456,24.0396553928608,526.0019863704512,24.659,0.0,0.0,5795.817,9.89
1607130752862.0,5057.456,22.718795206439882,525.7079863780692,24.743,0.0,0.0,5795.817,10.18
1607130753368.0,5057.284,25.62468761656591,525.4179863855836,24.831,0.0,0.0,5795.817,10.47
1607130753875.0,5057.112,21.133762982734773,524.4079864117543,24.994,0.0,0.0,5795.817,11.48
1607130754382.0,5057.112,22.718795206439882,523.9499864236218,24.994,0.0,0.0,5795.817,11.94
1607130754889.0,5056.941,23.51131131829243,523.0419864471496,25.165,0.0,0.0,5795.817,12.85
1607130755396.0,5056.941,23.51131131829243,522.741986454923,25.165,0.0,0.0,5795.817,13.15
1607130755803.0,5056.941,25.09634354199754,522.3619864647693,25.257,0.0,0.0,5795.817,13.53
1607130756310.0,5056.691,23.51131131829243,522.3499864650804,25.337,0.0,0.0,5795.817,13.54
1607130756888.0,5056.691,26.15303169113428,522.537986460209,25.417,0.0,0.0,5795.817,13.35
1607130757396.0,5056.515,22.190451131871512,523.1059864454911,25.513,0.0,0.0,5795.817,12.78
1607130757803.0,5056.353,22.190451131871512,523.8699864256947,25.675,0.0,0.0,5795.817,12.02
1607130758311.0,5056.353,16.642838348903634,524.2579864156411,25.675,0.0,0.0,5795.817,11.63
1607130758820.0,5056.353,21.133762982734773,525.139986392787,25.848,0.0,0.0,5795.817,10.75
1607130759328.0,5056.179,24.0396553928608,525.5899863811269,25.927,0.0,0.0,5795.817,10.3
1607130759835.0,5056.179,22.718795206439882,525.7339863773956,26.009,0.0,0.0,5795.817,10.15
1607130760343.0,5056.018,23.51131131829243,525.839986374649,26.099,0.0,0.0,5795.817,10.05
1607130760851.0,5056.018,16.114494274335264,525.8559863742342,26.099,0.0,0.0,5795.817,10.03
1607130761361.0,5055.848,21.662107057303142,525.411986385739,26.268,0.0,0.0,5795.817,10.48
1607130761869.0,5055.848,25.62468761656591,525.3179863881747,26.351,0.0,0.0,5795.817,10.57
1607130762379.0,5055.676,19.020386684461297,524.6159864063646,26.44,0.0,0.0,5795.817,11.27
1607130762887.0,5055.676,19.548730759029663,524.6179864063129,26.521,0.0,0.0,5795.817,11.27
1607130763396.0,5055.506,20.605418908166403,524.2499864158483,26.602,0.0,0.0,5795.817,11.64
1607130763803.0,5055.336,23.51131131829243,524.0359864213933,26.691,0.0,0.0,5795.817,11.85
1607130764312.0,5055.336,24.56799946742917,523.8939864250729,26.854,0.0,0.0,5795.817,11.99
1607130764819.0,5055.336,22.190451131871512,523.8479864262647,26.854,0.0,0.0,5795.817,12.04
1607130765328.0,5055.173,25.62468761656591,523.7099864298406,26.941,0.0,0.0,5795.817,12.18
1607130765841.0,5055.173,22.718795206439882,523.5759864333127,27.032,0.0,0.0,5795.817,12.31
1607130766348.0,5054.995,26.15303169113428,523.5659864335719,27.122,0.0,0.0,5795.817,12.32
1607130766856.0,5054.995,24.0396553928608,523.409986437614,27.203,0.0,0.0,5795.817,12.48
1607130767365.0,5054.824,21.662107057303142,523.0719864463721,27.294,0.0,0.0,5795.817,12.82
1607130767873.0,5054.824,22.718795206439882,522.7819864538866,27.383,0.0,0.0,5795.817,13.11
1607130768380.0,5054.644,23.51131131829243,522.593986458758,27.462,0.0,0.0,5795.817,13.3
1607130768888.0,5054.644,23.51131131829243,522.7059864558557,27.544,0.0,0.0,5795.817,13.18
1607130769395.0,5054.393,19.020386684461297,522.8999864508289,27.634,0.0,0.0,5795.817,12.99
1607130769802.0,5054.222,26.68137576570265,523.431986437044,27.804,0.0,0.0,5795.817,12.46
1607130770310.0,5054.222,21.133762982734773,523.7159864296851,27.804,0.0,0.0,5795.817,12.17
1607130770817.0,5054.052,21.662107057303142,525.183986391647,27.974,0.0,0.0,5795.817,10.71
1607130771336.0,5054.052,16.642838348903634,525.6359863799348,28.056,0.0,0.0,5795.817,10.25
1607130771846.0,5053.879,21.133762982734773,526.1079863677046,28.147,0.0,0.0,5795.817,9.78
1607130772354.0,5053.879,21.662107057303142,526.495986357651,28.234,0.0,0.0,5795.817,9.39
1607130772862.0,5053.708,22.718795206439882,526.5579863560444,28.318,0.0,0.0,5795.817,9.33
1607130773370.0,5053.708,24.56799946742917,526.5139863571845,28.318,0.0,0.0,5795.817,9.37
1607130773877.0,5053.708,15.586150199766896,526.089986368171,28.492,0.0,0.0,5795.817,9.8
1607130774386.0,5053.535,24.56799946742917,525.6619863792612,28.492,0.0,0.0,5795.817,10.23
1607130774893.0,5053.535,21.133762982734773,524.6099864065202,28.579,0.0,0.0,5795.817,11.28
1607130775401.0,5053.365,25.62468761656591,524.0299864215489,28.661,0.0,0.0,5795.817,11.86
1607130775807.0,5053.365,19.548730759029663,522.819986452902,28.75,0.0,0.0,5795.817,13.07
1607130776315.0,5053.186,22.718795206439882,521.6019864844621,28.84,0.0,0.0,5795.817,14.29
1607130776823.0,5053.186,22.190451131871512,520.9439865015121,29.011,0.0,0.0,5795.817,14.94
1607130777332.0,5053.015,22.718795206439882,520.9339865017711,29.092,0.0,0.0,5795.817,14.96
1607130777839.0,5052.842,24.0396553928608,521.6699864827001,29.184,0.0,0.0,5795.817,14.22
1607130778346.0,5052.842,15.586150199766896,522.3079864661686,29.265,0.0,0.0,5795.817,13.58
1607130778853.0,5052.679,24.0396553928608,524.0019864222744,29.347,0.0,0.0,5795.817,11.89
1607130779361.0,5052.679,22.190451131871512,524.9559863975549,29.428,0.0,0.0,5795.817,10.93
1607130779871.0,5052.679,24.0396553928608,526.6479863537124,29.519,0.0,0.0,5795.817,9.24
1607130780380.0,5052.507,20.605418908166403,527.7199863259351,29.6,0.0,0.0,5795.817,8.17
1607130780888.0,5052.507,22.718795206439882,528.1179863156224,29.682,0.0,0.0,5795.817,7.77
1607130781400.0,5052.344,23.51131131829243,528.5179863052578,29.768,0.0,0.0,5795.817,7.37
1607130781807.0,5052.344,23.51131131829243,528.4219863077452,29.86,0.0,0.0,5795.817,7.47
1607130782315.0,5052.167,25.62468761656591,527.8579863223592,29.942,0.0,0.0,5795.817,8.03
1607130782823.0,5052.167,22.718795206439882,527.4179863337604,29.942,0.0,0.0,5795.817,8.47
1607130783331.0,5051.997,21.662107057303142,524.8759863996277,30.203,0.0,0.0,5795.817,11.01
1607130783838.0,5051.823,26.68137576570265,524.165986418025,30.203,0.0,0.0,5795.817,11.72
1607130784346.0,5051.823,16.642838348903634,522.831986452591,30.374,0.0,0.0,5795.817,13.06
1607130784854.0,5051.653,21.662107057303142,522.2239864683453,30.374,0.0,0.0,5795.817,13.67
1607130785362.0,5051.653,20.605418908166403,521.5679864853432,30.544,0.0,0.0,5795.817,14.32
1607130785873.0,5051.653,23.51131131829243,521.2919864924949,30.544,0.0,0.0,5795.817,14.6
1607130786382.0,5051.482,24.0396553928608,521.1719864956042,30.628,0.0,0.0,5795.817,14.72
1607130786891.0,5051.482,25.09634354199754,521.2159864944641,30.717,0.0,0.0,5795.817,14.67
1607130787399.0,5051.31,20.605418908166403,521.6099864842549,30.798,0.0,0.0,5795.817,14.28
1607130787811.0,5051.31,25.62468761656591,521.8539864779326,30.887,0.0,0.0,5795.817,14.04
1607130788319.0,5051.059,25.09634354199754,522.6319864577732,30.968,0.0,0.0,5795.817,13.26
1607130788832.0,5051.059,25.62468761656591,523.0579864467348,31.054,0.0,0.0,5795.817,12.83
1607130789339.0,5050.882,17.171182423472004,524.0979864197868,31.144,0.0,0.0,5795.817,11.79
1607130789852.0,5050.882,22.190451131871512,524.5239864087486,31.232,0.0,0.0,5795.817,11.37
1607130790360.0,5050.714,23.51131131829243,525.7719863764108,31.313,0.0,0.0,5795.817,10.12
1607130790871.0,5050.54,24.56799946742917,526.5759863555779,31.487,0.0,0.0,5795.817,9.31
1607130791378.0,5050.54,16.114494274335264,526.8039863496701,31.574,0.0,0.0,5795.817,9.09
1607130791892.0,5050.367,25.09634354199754,527.1599863404455,31.66,0.0,0.0,5795.817,8.73
1607130792400.0,5050.367,20.605418908166403,527.2299863386318,31.75,0.0,0.0,5795.817,8.66
1607130792811.0,5050.185,25.09634354199754,527.243986338269,31.842,0.0,0.0,5795.817,8.64
1607130793319.0,5050.185,19.548730759029663,527.1459863408083,31.921,0.0,0.0,5795.817,8.74
1607130793835.0,5050.017,23.51131131829243,526.6379863539714,32.01,0.0,0.0,5795.817,9.25
1607130794343.0,5050.017,20.077074833598033,526.2299863645434,32.01,0.0,0.0,5795.817,9.66
1607130794853.0,5050.017,24.0396553928608,525.183986391647,32.182,0.0,0.0,5795.817,10.7
1607130795361.0,5049.845,22.718795206439882,524.6799864047064,32.182,0.0,0.0,5795.817,11.21
1607130795876.0,5049.845,25.62468761656591,523.5979864327426,32.272,0.0,0.0,5795.817,12.29
1607130796384.0,5049.675,16.114494274335264,523.1039864455431,32.352,0.0,0.0,5795.817,12.79
1607130796895.0,5049.494,20.605418908166403,521.9359864758078,32.533,0.0,0.0,5795.817,13.95
1607130797403.0,5049.494,24.0396553928608,521.7279864811973,32.614,0.0,0.0,5795.817,14.16
1607130797820.0,5049.494,16.114494274335264,521.5519864857578,32.695,0.0,0.0,5795.817,14.34
1607130798327.0,5049.332,20.077074833598033,521.6559864830629,32.695,0.0,0.0,5795.817,14.23
1607130798835.0,5049.159,23.51131131829243,522.6919864562185,32.867,0.0,0.0,5795.817,13.2
1607130799361.0,5049.159,23.51131131829243,523.363986438806,32.954,0.0,0.0,5795.817,12.52
1607130799868.0,5048.993,25.62468761656591,524.9239863983838,33.034,0.0,0.0,5795.817,10.97
1607130800377.0,5048.993,24.56799946742917,525.7459863770846,33.133,0.0,0.0,5795.817,10.14
1607130800882.0,5048.993,24.0396553928608,526.7919863499811,33.218,0.0,0.0,5795.817,9.1
1607130801389.0,5048.809,20.605418908166403,527.2619863378026,33.311,0.0,0.0,5795.817,8.63
1607130801898.0,5048.809,25.62468761656591,527.367986335056,33.4,0.0,0.0,5795.817,8.52
1607130802305.0,5048.627,16.114494274335264,527.1119863416893,33.483,0.0,0.0,5795.817,8.78
1607130802813.0,5048.627,20.605418908166403,526.8939863473381,33.483,0.0,0.0,5795.817,9.0
1607130803321.0,5048.447,23.51131131829243,526.3019863626778,33.663,0.0,0.0,5795.817,9.59
1607130803830.0,5048.447,22.718795206439882,526.12398636729,33.75,0.0,0.0,5795.817,9.77
1607130804337.0,5048.276,25.62468761656591,525.4599863844953,33.832,0.0,0.0,5795.817,10.43
1607130804845.0,5048.276,23.51131131829243,525.1699863920096,33.921,0.0,0.0,5795.817,10.72
1607130805353.0,5048.104,24.56799946742917,524.6259864061055,34.005,0.0,0.0,5795.817,11.26
1607130805862.0,5048.104,23.51131131829243,524.4219864113916,34.094,0.0,0.0,5795.817,11.47
1607130806371.0,5047.932,24.56799946742917,523.9779864228962,34.175,0.0,0.0,5795.817,11.91
1607130806881.0,5047.932,16.114494274335264,523.8699864256947,34.256,0.0,0.0,5795.817,12.02
1607130807388.0,5047.77,21.662107057303142,523.7439864289596,34.347,0.0,0.0,5795.817,12.14
1607130807902.0,5047.77,20.605418908166403,523.8019864274568,34.432,0.0,0.0,5795.817,12.09
1607130808309.0,5047.594,22.718795206439882,523.8939864250729,34.521,0.0,0.0,5795.817,11.99
1607130808817.0,5047.594,23.51131131829243,524.0379864213415,34.608,0.0,0.0,5795.817,11.85
1607130809335.0,5047.418,22.718795206439882,524.5079864091631,34.701,0.0,0.0,5795.817,11.38
1607130809842.0,5047.418,13.472773901493417,524.7379864032035,34.701,0.0,0.0,5795.817,11.15
1607130810348.0,5047.245,20.605418908166403,525.4439863849099,34.872,0.0,0.0,5795.817,10.44
1607130810855.0,5047.245,26.68137576570265,525.5659863817486,34.953,0.0,0.0,5795.817,10.32
1607130811367.0,5047.073,15.057806125198525,525.7719863764108,35.042,0.0,0.0,5795.817,10.12
1607130811875.0,5046.894,21.133762982734773,525.5699863816451,35.132,0.0,0.0,5795.817,10.32
1607130812384.0,5046.894,20.077074833598033,525.4259863853763,35.203,0.0,0.0,5795.817,10.46
1607130812890.0,5046.894,22.718795206439882,524.8839863994203,35.294,0.0,0.0,5795.817,11.0
1607130813302.0,5046.732,23.51131131829243,524.5659864076603,35.375,0.0,0.0,5795.817,11.32
1607130813825.0,5046.569,13.472773901493417,523.58998643295,35.55,0.0,0.0,5795.817,12.3
1607130814332.0,5046.569,24.56799946742917,523.2999864404643,35.55,0.0,0.0,5795.817,12.59
1607130814840.0,5046.31,21.662107057303142,522.9459864496371,35.717,0.0,0.0,5795.817,12.94
1607130815349.0,5046.31,26.15303169113428,522.8259864527464,35.717,0.0,0.0,5795.817,13.06
1607130815857.0,5046.31,15.586150199766896,522.8679864516582,35.887,0.0,0.0,5795.817,13.02
1607130816365.0,5046.139,20.605418908166403,523.0759864462685,35.968,0.0,0.0,5795.817,12.81
1607130816890.0,5045.975,23.51131131829243,523.6759864307217,36.051,0.0,0.0,5795.817,12.21
1607130817396.0,5045.975,22.190451131871512,523.963986423259,36.14,0.0,0.0,5795.817,11.92
1607130817802.0,5045.804,25.62468761656591,524.7239864035663,36.223,0.0,0.0,5795.817,11.16
1607130818310.0,5045.804,25.09634354199754,525.2359863902994,36.223,0.0,0.0,5795.817,10.65
1607130818818.0,5045.804,21.133762982734773,526.2399863642843,36.403,0.0,0.0,5795.817,9.65
1607130819325.0,5045.624,26.68137576570265,526.6539863535569,36.403,0.0,0.0,5795.817,9.23
1607130819833.0,5045.624,25.62468761656591,527.0219863440213,36.487,0.0,0.0,5795.817,8.87
1607130820337.0,5045.446,24.56799946742917,527.073986342674,36.581,0.0,0.0,5795.817,8.81
1607130820845.0,5045.446,24.56799946742917,527.0099863443323,36.654,0.0,0.0,5795.817,8.88
1607130821362.0,5045.296,20.077074833598033,526.7359863514321,36.816,0.0,0.0,5795.817,9.15
1607130821870.0,5045.296,22.190451131871512,526.1079863677046,36.901,0.0,0.0,5795.817,9.78
1607130822378.0,5045.126,26.15303169113428,525.4199863855316,36.977,0.0,0.0,5795.817,10.47
1607130822885.0,5045.126,18.492042609892927,524.9539863976065,37.056,0.0,0.0,5795.817,10.93
1607130823393.0,5044.971,21.662107057303142,523.2559864416045,37.145,0.0,0.0,5795.817,12.63
1607130823801.0,5044.801,23.51131131829243,522.6459864574105,37.226,0.0,0.0,5795.817,13.24
1607130824309.0,5044.801,22.190451131871512,521.6279864837885,37.302,0.0,0.0,5795.817,14.26
1607130824816.0,5044.801,15.057806125198525,521.1719864956042,37.386,0.0,0.0,5795.817,14.72
1607130825324.0,5044.641,20.605418908166403,520.7719865059688,37.468,0.0,0.0,5795.817,15.12
1607130825832.0,5044.641,20.605418908166403,520.829986504466,37.541,0.0,0.0,5795.817,15.06
1607130826339.0,5044.486,22.190451131871512,521.1439864963297,37.617,0.0,0.0,5795.817,14.75
1607130826847.0,5044.486,24.0396553928608,521.463986488038,37.703,0.0,0.0,5795.817,14.42
1607130827355.0,5044.324,22.190451131871512,522.6419864575142,37.778,0.0,0.0,5795.817,13.25
1607130827862.0,5044.324,13.472773901493417,523.4799864358002,37.857,0.0,0.0,5795.817,12.41
1607130828370.0,5044.17,24.0396553928608,524.9639863973474,37.94,0.0,0.0,5795.817,10.93
1607130828877.0,5044.17,21.662107057303142,525.545986382267,37.94,0.0,0.0,5795.817,10.34
1607130829384.0,5044.005,22.190451131871512,526.5359863566143,38.189,0.0,0.0,5795.817,9.35
1607130829891.0,5043.765,20.077074833598033,526.417986359672,38.262,0.0,0.0,5795.817,9.47
1607130830298.0,5043.765,23.51131131829243,526.0699863686892,38.341,0.0,0.0,5795.817,9.82
1607130830806.0,5043.765,22.190451131871512,525.8039863755818,38.341,0.0,0.0,5795.817,10.08
1607130831324.0,5043.611,25.62468761656591,525.1779863918023,38.503,0.0,0.0,5795.817,10.71
1607130831833.0,5043.611,16.642838348903634,524.8179864011306,38.503,0.0,0.0,5795.817,11.07
1607130832350.0,5043.434,26.15303169113428,524.1919864173511,38.594,0.0,0.0,5795.817,11.7
1607130832858.0,5043.282,24.0396553928608,523.7699864282858,38.746,0.0,0.0,5795.817,12.12
1607130833368.0,5043.282,26.68137576570265,523.5679864335201,38.746,0.0,0.0,5795.817,12.32
1607130833877.0,5043.282,15.057806125198525,523.2559864416045,38.907,0.0,0.0,5795.817,12.63
1607130834389.0,5043.121,22.190451131871512,523.1879864433664,38.907,0.0,0.0,5795.817,12.7
1607130834796.0,5043.121,20.077074833598033,523.1619864440402,38.984,0.0,0.0,5795.817,12.73
1607130835304.0,5042.961,23.51131131829243,523.1419864445584,39.066,0.0,0.0,5795.817,12.75
1607130835815.0,5042.802,23.51131131829243,523.533986434401,39.225,0.0,0.0,5795.817,12.36
1607130836323.0,5042.802,12.151913715072494,523.7139864297369,39.311,0.0,0.0,5795.817,12.18
1607130836833.0,5042.641,24.0396553928608,524.1519864183877,39.387,0.0,0.0,5795.817,11.74
1607130837342.0,5042.641,21.133762982734773,524.3019864145009,39.47,0.0,0.0,5795.817,11.59
1607130837850.0,5042.481,23.51131131829243,523.5719864334163,39.547,0.0,0.0,5795.817,12.32
1607130838358.0,5042.481,14.001117976061785,523.2439864419154,39.589,0.0,0.0,5795.817,12.65
1607130838866.0,5042.419,20.605418908166403,522.7719864541457,39.608,0.0,0.0,5795.817,13.12
1607130839378.0,5042.419,20.077074833598033,522.4919864614009,39.647,0.0,0.0,5795.817,13.4
1607130839885.0,5042.419,22.190451131871512,521.6979864819747,39.686,0.0,0.0,5795.817,14.19
1607130840392.0,5042.342,23.51131131829243,521.7099864816638,39.72,0.0,0.0,5795.817,14.18
1607130840800.0,5042.342,20.605418908166403,521.4539864882971,39.749,0.0,0.0,5795.817,14.44
1607130841308.0,5042.278,13.472773901493417,521.2019864948269,39.749,0.0,0.0,5795.817,14.69
1607130841816.0,5042.278,23.51131131829243,520.4459865144161,39.762,0.0,0.0,5795.817,15.44
1607130842326.0,5042.266,21.662107057303142,519.959986527009,39.762,0.0,0.0,5795.817,15.93
1607130842834.0,5042.266,14.529462050630155,518.47798656541,39.762,0.0,0.0,5795.817,17.41
1607130843341.0,5042.265,20.077074833598033,518.047986576552,39.762,0.0,0.0,5795.817,17.84
1607130843849.0,5042.265,22.718795206439882,517.9799865783141,39.761,0.0,0.0,5795.817,17.91
1607130844359.0,5042.265,23.51131131829243,518.7299865588803,39.751,0.0,0.0,5795.817,17.16
1607130844866.0,5042.276,25.62468761656591,519.2439865455618,39.742,0.0,0.0,5795.817,16.64
1607130845374.0,5042.276,12.944429826925049,520.2699865189765,39.732,0.0,0.0,5795.817,15.62
1607130845881.0,5042.276,24.0396553928608,520.5799865109439,39.732,0.0,0.0,5795.817,15.31
1607130846389.0,5042.296,21.133762982734773,521.2659864931685,39.713,0.0,0.0,5795.817,14.62
1607130846796.0,5042.296,26.15303169113428,521.3099864920284,39.713,0.0,0.0,5795.817,14.58
1607130847303.0,5042.315,14.529462050630155,520.4359865146752,39.702,0.0,0.0,5795.817,15.45
1607130847811.0,5042.315,19.020386684461297,519.6859865341089,39.692,0.0,0.0,5795.817,16.2
1607130848322.0,5042.335,19.548730759029663,517.8639865813198,39.683,0.0,0.0,5795.817,18.02
1607130848830.0,5042.335,22.718795206439882,516.8279866081641,39.674,0.0,0.0,5795.817,19.06
1607130849337.0,5042.363,25.62468761656591,512.2839867259064,39.655,0.0,0.0,5795.817,23.6
1607130849844.0,5042.363,25.09634354199754,510.6339867686606,39.655,0.0,0.0,5795.817,25.25
1607130850352.0,5042.382,20.605418908166403,507.9899868371708,39.636,0.0,0.0,5795.817,27.9
1607130850860.0,5042.382,25.62468761656591,506.54398687463896,39.636,0.0,0.0,5795.817,29.35
1607130851370.0,5042.403,26.68137576570265,501.10198701564974,39.616,0.0,0.0,5795.817,34.79
1607130851878.0,5042.403,14.529462050630155,499.5019870571084,39.606,0.0,0.0,5795.817,36.39
1607130852387.0,5042.421,23.51131131829243,496.93598712359756,39.596,0.0,0.0,5795.817,38.95
1607130852894.0,5042.421,19.020386684461297,495.8199871525149,39.596,0.0,0.0,5795.817,40.07
1607130853301.0,5042.441,23.51131131829243,494.5819871845934,39.577,0.0,0.0,5795.817,41.31
1607130853815.0,5042.46,25.62468761656591,495.0179871732959,39.567,0.0,0.0,5795.817,40.87
1607130854322.0,5042.46,25.62468761656591,495.8159871526185,39.558,0.0,0.0,5795.817,40.07
1607130854829.0,5042.46,19.020386684461297,497.7759871018318,39.547,0.0,0.0,5795.817,38.11
1607130855337.0,5042.48,25.62468761656591,498.57798708105065,39.547,0.0,0.0,5795.817,37.31
1607130855845.0,5042.5,26.68137576570265,502.369986982794,39.528,0.0,0.0,5795.817,33.52
1607130856352.0,5042.5,14.001117976061785,504.1999869353757,39.52,0.0,0.0,5795.817,31.69
1607130856860.0,5042.508,22.190451131871512,507.08998686049114,39.519,0.0,0.0,5795.817,28.8
1607130857368.0,5042.508,19.020386684461297,508.07198683504606,39.519,0.0,0.0,5795.817,27.82
1607130857875.0,5042.508,22.718795206439882,509.8779867882497,39.519,0.0,0.0,5795.817,26.01
1607130858382.0,5042.509,22.190451131871512,510.46998677291003,39.519,0.0,0.0,5795.817,25.42
1607130858894.0,5042.509,14.001117976061785,509.2399868047813,39.519,0.0,0.0,5795.817,26.65
1607130859301.0,5042.509,19.548730759029663,507.8659868403838,39.519,0.0,0.0,5795.817,28.02
